Location,Filename,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-486.jpg,2023,2,21,8:30,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-129.jpg,2023,3,6,11:30,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-140.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-14-11.30-1-58.jpg,2023,2,14,11:30,160,78.8,169.0,25.0,0.0,,26.0,d_Unhealthy
Bengaluru,BENGR_Good_2023-03-21-08.30-1-512.jpg,2023,3,21,8:30,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
Mumbai,MH_UH_2023-02-19-12.00-1-38.jpg,2023,2,19,12:00,160,308.0,187.0,72.0,,,,d_Unhealthy
Tamil Nadu,TN_UN_2023-03-06-09.00-1-6.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-161.jpg,2023,3,9,8:30,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-111.jpg,2023,2,16,18:00,330,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-2-26.jpg,2023,2,2,9:00,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-81.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-27-16.30-1-181.jpg,2023,2,27,16:30,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-11.jpg,2023,2,7,14:00,449,337.0,198.0,23.0,24.0,13.0,57.0,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-63.jpg,2023,2,2,17:00,156,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-253.jpg,2023,3,6,11:30,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-400.jpg,2023,3,13,8:30,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-1-36.jpg,2023,2,13,9:30,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-39.jpg,2023,2,3,8:30,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-416.jpg,2023,2,24,8:30,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-21.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-23.jpg,2023,2,3,8:30,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-51.jpg,2023,2,19,14:30,357,303.0,183.0,2.0,6.0,23.0,15.0,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-46.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-96.jpg,2023,2,22,14:00,450,500.0,480.0,91.0,78.0,17.0,47.0,f_Severe
Tamil Nadu,TN_Good_2023-02-21-08.30-2-206.jpg,2023,2,21,8:30,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
Mumbai,MH_Good_2023-03-23-17.00-1-456.jpg,2023,3,23,17:00,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-246.jpg,2023,2,22,14:00,450,500.0,480.0,91.0,78.0,17.0,47.0,f_Severe
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-2-201.jpg,2023,3,3,9:00,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-46.jpg,2023,2,3,8:30,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-45.jpg,2023,2,16,18:00,330,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-3-5.jpg,2023,2,2,15:00,156,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-95.jpg,2023,2,2,15:00,156,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-92.jpg,2023,2,16,18:00,330,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-77.jpg,2023,2,18,14:30,331,292.0,182.0,2.0,7.0,31.0,20.0,f_Severe
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-561.jpg,2023,3,6,11:30,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-02- 09.30-1-29.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Bengaluru,BENGR_Good_2023-02-19-08.30-1-38.jpg,2023,2,19,8:30,41,20.0,36.0,9.0,165.0,3.0,8.0,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4521.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-03-21-08.30-2-153.jpg,2023,3,21,8:30,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-24.jpg,2023,2,2,17:00,156,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-141.jpg,2023,2,21,8:30,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
Tamil Nadu,TN_Good_2023-02-22-09.30-2-21.jpg,2023,2,22,9:30,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-30.jpg,2023,2,2,17:00,156,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy
Mumbai,MH_UnFSG_2023-02-15-10.30-1-32.jpg,2023,2,15,10:00,143,334.0,276.0,14.0,77.0,,160.0,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BRI_Un_2023-02-03- 10.00-8.jpg,2023,2,3,10:00,163,68.92,98.72,51.38,0.58,2.91,2.69,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-87.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
"Biratnagar, Nepal",BRI_UFSG_2023-02-03- 15.00-1.jpg,2023,2,3,15:00,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-100.jpg,2023,2,8,8:30,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-81.jpg,2023,2,25,8:30,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1809.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Mumbai,MH_Mod_2023-03-21-15.00-1-309.jpg,2023,3,21,15:00,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-26.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-20-16.30-1-216.jpg,2023,2,20,16:30,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
Tamil Nadu,TN_UnFSG_2023-03-01-08.30-1.jpg,2023,3,1,8:30,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-61.jpg,2023,2,3,10:00,163,68.92,98.72,51.38,0.58,2.91,2.69,d_Unhealthy
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-21.jpg,2023,2,18,11:00,320,409.0,352.0,2.0,94.0,22.0,105.0,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-53.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
Tamil Nadu,TN_Mod_2023-02-28-08.30-1-56.jpg,2023,2,28,8:30,73,37.0,53.0,13.0,345.0,17.0,11.0,b_Moderate
Tamil Nadu,TN_Good_2023-03-21-08.30-1-64.jpg,2023,3,21,8:30,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-286.jpg,2023,2,22,14:00,450,500.0,480.0,91.0,78.0,17.0,47.0,f_Severe
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-2-36.jpg,2023,2,15,11:30,179,287.0,180.0,42.0,52.0,20.0,66.0,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-27.jpg,2023,2,17,13:00,372,348.0,199.0,25.0,67.0,10.0,107.0,f_Severe
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-2-45.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-03-18-11.00-5.jpg,2023,3,18,11:00,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-2-15.jpg,2023,2,2,9:00,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UNH_2023-02-03-13.30-1-8.jpg,2023,2,3,13:30,167,104.0,188.0,37.0,1.0,8.0,6.0,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-270.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-9.jpg,2023,2,16,14:00,268,401.0,325.0,73.0,88.0,16.0,,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-201.jpg,2023,3,6,11:30,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-1-4.jpg,2023,2,16,14:00,268,401.0,325.0,73.0,88.0,16.0,,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-23-08.30-2-86.jpg,2023,2,23,8:30,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-731.jpg,2023,2,22,14:00,450,500.0,480.0,91.0,78.0,17.0,47.0,f_Severe
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-256.jpg,2023,3,8,8:30,121,71.0,111.0,10.0,407.0,20.0,22.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Good_2023-03-23-17.00-9.jpg,2023,3,23,17:00,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
Bengaluru,BENGR_Good_2023-03-25-08.30-1-25.jpg,2023,3,25,8:30,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2153.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-993.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2625.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-21.jpg,2023,2,3,8:30,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-71.jpg,2023,3,9,8:30,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-22.jpg,2023,2,3,15:00,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UN_2023-03-02-08.00-1-1.jpg,2023,3,2,8:00,156,305.0,193.0,8.0,100.0,,119.0,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-23-08.30-2-186.jpg,2023,2,23,8:30,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-13.jpg,2023,2,19,14:30,357,303.0,183.0,2.0,6.0,23.0,15.0,f_Severe
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-18.jpg,2023,2,17,13:00,372,348.0,199.0,25.0,67.0,10.0,107.0,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-1-51.jpg,2023,2,3,10:00,163,68.92,98.72,51.38,0.58,2.91,2.69,d_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-645.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-39.jpg,2023,2,2,9:00,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-11.jpg,2023,2,2,9:00,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-02-17-13.00-4.jpg,2023,2,17,13:00,140,56.0,113.0,61.0,,,,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-105.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-3-43.jpg,2023,2,13,9:30,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
Mumbai,MH_UnFSG_2023-02-15-10.30-1-1.jpg,2023,2,15,10:00,143,334.0,276.0,14.0,77.0,,160.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-86.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-92.jpg,2023,2,18,11:00,320,409.0,352.0,2.0,94.0,22.0,105.0,f_Severe
Mumbai,MH_UH_2023-02-02- 09.30-1-39.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-191.jpg,2023,3,1,8:30,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-5.jpg,2023,2,3,12:30,150,78.0,159.0,25.0,1.0,8.0,12.0,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-26.jpg,2023,2,24,8:30,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-209.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-87.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-71.jpg,2023,2,2,15:00,156,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-20.jpg,2023,2,2,9:00,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Mod_2023-03-21-15.00-1-155.jpg,2023,3,21,15:00,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-27.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-59.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-356.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-161.jpg,2023,2,24,8:30,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-92.jpg,2023,2,3,16:00,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-1-38.jpg,2023,2,15,11:30,179,287.0,180.0,42.0,52.0,20.0,66.0,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-22-09.30-1-26.jpg,2023,2,22,9:30,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-91.jpg,2023,2,3,16:00,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-4-46.jpg,2023,2,2,15:00,156,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-81.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-45.jpg,2023,2,9,8:30,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4833.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-28.jpg,2023,2,2,17:00,156,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy
Bengaluru,BENGR_Good_2023-03-21-08.30-1-547.jpg,2023,3,21,8:30,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
Mumbai,MH_UnFSG_2023-03-18-11.00-1-225.jpg,2023,3,18,11:00,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-461.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-56.jpg,2023,2,3,16:00,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-12.jpg,2023,2,3,16:00,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BRI_Un_2023-02-02-1700-8.jpg,2023,2,2,17:00,156,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy
Mumbai,MH_VUN_2023-03-05-08.30-2-226.jpg,2023,3,5,8:30,284,279.0,168.0,33.0,46.0,,100.0,e_Very_Unhealthy
Bengaluru,BENGR_Good_2023-02-27-08.30-1-196.jpg,2023,2,27,8:30,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
Mumbai,MH_UnFSG_2023-03-14-13.00-1-85.jpg,2023,3,14,13:00,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-457.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-4.jpg,2023,2,3,16:00,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-556.jpg,2023,2,25,8:30,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-3-57.jpg,2023,3,16,12:30,154,65.89,95.23,78.31,0.36,3.5,1.03,d_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-36.jpg,2023,2,2,9:00,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-03-21-08.30-1-113.jpg,2023,3,21,8:30,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1777.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-2.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
Bengaluru,BENGR_Good_2023-03-21-08.30-1-176.jpg,2023,3,21,8:30,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-381.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-463.jpg,2023,3,13,8:30,53,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-40.jpg,2023,2,20,8:30,331,356.0,248.0,2.0,109.0,11.0,83.0,f_Severe
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-58.jpg,2023,2,3,8:30,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2473.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-4-20.jpg,2023,2,13,9:30,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-631.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
Mumbai,MH_UH_2023-02-02- 09.30-1-68.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-396.jpg,2023,2,21,8:30,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
Bengaluru,BENGR_Good_2023-03-17-08.30-1-183.jpg,2023,3,17,8:30,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-153.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-36.jpg,2023,2,19,14:30,357,303.0,183.0,2.0,6.0,23.0,15.0,f_Severe
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-421.jpg,2023,2,21,8:30,56,27.0,53.0,27.0,265.0,19.0,16.0,b_Moderate
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-316.jpg,2023,3,8,8:30,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-16.jpg,2023,3,6,8:30,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-35.jpg,2023,2,3,8:30,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-34.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-101.jpg,2023,3,4,8:30,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
Bengaluru,BENGR_Good_2023-03-25-08.30-1-59.jpg,2023,3,25,8:30,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-67.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-2-31.jpg,2023,3,2,8:30,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-142.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-231.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-1-14.jpg,2023,2,15,11:30,179,287.0,180.0,42.0,52.0,20.0,66.0,d_Unhealthy
Mumbai,MH_UnFSG_2023-02-17-13.00-2-48.jpg,2023,2,17,13:00,140,56.0,113.0,61.0,,,,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-26.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
Mumbai,MH_UN_2023-03-12-13.00-1-176.jpg,2023,3,12,13:00,156,217.0,122.0,,,,63.0,d_Unhealthy
